id,name,action,priority,phoneNumber,labelId,isEnabled,count,avatar,ruleType,subscriptionId
+15622573590,Piratel llc,none,0,+15622573590,telemarketing,1,0,,phone_rule,us-fcc-daily
+13205731390,UPSALA COOPERATIVE TELEPHONE ASSOCIATION,none,0,+13205731390,telemarketing,1,0,,phone_rule,us-fcc-daily
+18003824913,Ytel Inc,none,0,+18003824913,telemarketing,1,0,,phone_rule,us-fcc-daily
+18325060905,R SQUARED TELECOM LLC,none,0,+18325060905,telemarketing,1,0,,phone_rule,us-fcc-daily
+17372490449,Bluetone Communications LLC,none,0,+17372490449,telemarketing,1,0,,phone_rule,us-fcc-daily
+17252224881,Access Tandem Inc,none,0,+17252224881,telemarketing,1,0,,phone_rule,us-fcc-daily
+15167080111,Barr Tell Usa Inc,none,0,+15167080111,telemarketing,1,0,,phone_rule,us-fcc-daily
+13078889181,VoiceTerm Inc,none,0,+13078889181,telemarketing,1,0,,phone_rule,us-fcc-daily
+13125060933,Peerless Network Inc,none,0,+13125060933,telemarketing,1,0,,phone_rule,us-fcc-daily
+12013167834,Whisl Telecom LLC,none,0,+12013167834,telemarketing,1,0,,phone_rule,us-fcc-daily
+12146201515,LP Telecom,none,0,+12146201515,telemarketing,1,0,,phone_rule,us-fcc-daily
+19405645659,Brazos Telephone Cooperative Inc,none,0,+19405645659,telemarketing,1,0,,phone_rule,us-fcc-daily
+19037574455,Network Communications International Corp aka NCIC Inmate Communications,none,0,+19037574455,telemarketing,1,0,,phone_rule,us-fcc-daily
+19522533252,US Internet Corp,none,0,+19522533252,telemarketing,1,0,,phone_rule,us-fcc-daily
+17657517236,Fonative LLC,none,0,+17657517236,telemarketing,1,0,,phone_rule,us-fcc-daily
+16204293132,Columbus Communications Services,none,0,+16204293132,telemarketing,1,0,,phone_rule,us-fcc-daily
+18083562911,Aloha Tone,none,0,+18083562911,telemarketing,1,0,,phone_rule,us-fcc-daily
+18886868581,MULTITEL LLC,none,0,+18886868581,telemarketing,1,0,,phone_rule,us-fcc-daily
+15304676000,The Siskiyou Telephone Co,none,0,+15304676000,telemarketing,1,0,,phone_rule,us-fcc-daily
+13477261869,NT telecom,none,0,+13477261869,telemarketing,1,0,,phone_rule,us-fcc-daily
+15073180143,LTD Broadband LLC,none,0,+15073180143,telemarketing,1,0,,phone_rule,us-fcc-daily
+17012648100,Computer Telephony Innovations Inc,none,0,+17012648100,telemarketing,1,0,,phone_rule,us-fcc-daily
+18042644205,Infotel Systems Inc,none,0,+18042644205,telemarketing,1,0,,phone_rule,us-fcc-daily
+19203833100,Clearly IP Inc,none,0,+19203833100,telemarketing,1,0,,phone_rule,us-fcc-daily
+13472660000,3 Billionaires Corporation,none,0,+13472660000,telemarketing,1,0,,phone_rule,us-fcc-daily
+18644779651,Vonage Business Inc,none,0,+18644779651,telemarketing,1,0,,phone_rule,us-fcc-daily
+18006879725,Valley Telephone Cooperative Inc,none,0,+18006879725,telemarketing,1,0,,phone_rule,us-fcc-daily
+13363745021,Surry Telephone Membership Corporation,none,0,+13363745021,telemarketing,1,0,,phone_rule,us-fcc-daily
+19088067096,YMax Communications Corp,none,0,+19088067096,telemarketing,1,0,,phone_rule,us-fcc-daily
+18559060901,Bulk Solutions LLC,none,0,+18559060901,telemarketing,1,0,,phone_rule,us-fcc-daily
+15022154111,White Cloud Communications US LLC DBA: Broadlinc,none,0,+15022154111,telemarketing,1,0,,phone_rule,us-fcc-daily
+17166733091,Cassadaga Telephone Corporation,none,0,+17166733091,telemarketing,1,0,,phone_rule,us-fcc-daily
+16067852226,Thacker-Grigsby Telephone Co Inc,none,0,+16067852226,telemarketing,1,0,,phone_rule,us-fcc-daily
+12143829990,One Ring Networks Inc,none,0,+12143829990,telemarketing,1,0,,phone_rule,us-fcc-daily
+19137572500,Peoples Telecommunications LLC,none,0,+19137572500,telemarketing,1,0,,phone_rule,us-fcc-daily
+14137462760,Crocker Communications,none,0,+14137462760,telemarketing,1,0,,phone_rule,us-fcc-daily
+13013581690,Vector Data Systems LLC,none,0,+13013581690,telemarketing,1,0,,phone_rule,us-fcc-daily
+12152863039,Masergy Cloud Communications Inc,none,0,+12152863039,telemarketing,1,0,,phone_rule,us-fcc-daily
+13048979911,Hardy Telecommunications Inc,none,0,+13048979911,telemarketing,1,0,,phone_rule,us-fcc-daily
+15038291100,Molalla Telephone Company dba Molalla Communications Company,none,0,+15038291100,telemarketing,1,0,,phone_rule,us-fcc-daily
+14843333131,Limitless Mobile LLC,none,0,+14843333131,telemarketing,1,0,,phone_rule,us-fcc-daily
+13022036888,Junction Cloud Connections Inc,none,0,+13022036888,telemarketing,1,0,,phone_rule,us-fcc-daily
+16186394841,Grafton Technologies Inc,none,0,+16186394841,telemarketing,1,0,,phone_rule,us-fcc-daily
+14356225007,UBTA-UBET Communications Inc dba STRATA Networks,none,0,+14356225007,telemarketing,1,0,,phone_rule,us-fcc-daily
+17025478000,Affinity Network Inc,none,0,+17025478000,telemarketing,1,0,,phone_rule,us-fcc-daily
+15612767156,United World Telecom LC,none,0,+15612767156,telemarketing,1,0,,phone_rule,us-fcc-daily
+16064789401,Inter Mountain Cable Inc,none,0,+16064789401,telemarketing,1,0,,phone_rule,us-fcc-daily
+19727299231,Edge Communications Solutions LLC,none,0,+19727299231,telemarketing,1,0,,phone_rule,us-fcc-daily
+19724444563,Latino Communications Corp,none,0,+19724444563,telemarketing,1,0,,phone_rule,us-fcc-daily
+18448664767,9171-5573 Quebec Inc,none,0,+18448664767,telemarketing,1,0,,phone_rule,us-fcc-daily
+18669235290,Inventive Labs Corporation,none,0,+18669235290,telemarketing,1,0,,phone_rule,us-fcc-daily
+15305717541,DigitalPath Inc,none,0,+15305717541,telemarketing,1,0,,phone_rule,us-fcc-daily
+15738264799,Kingdom Telephone Company,none,0,+15738264799,telemarketing,1,0,,phone_rule,us-fcc-daily
+13214288880,Terra Nova Telecom Inc,none,0,+13214288880,telemarketing,1,0,,phone_rule,us-fcc-daily
+15158364431,Ellsworth Cooperative Telephone Association,none,0,+15158364431,telemarketing,1,0,,phone_rule,us-fcc-daily
+13305914721,MVP Holdings LTD,none,0,+13305914721,telemarketing,1,0,,phone_rule,us-fcc-daily
+12399357286,Third Base International Telecom LLC,none,0,+12399357286,telemarketing,1,0,,phone_rule,us-fcc-daily
+16158140102,Hadlo Technologies LLC,none,0,+16158140102,telemarketing,1,0,,phone_rule,us-fcc-daily
+17816930630,Votacall Inc,none,0,+17816930630,telemarketing,1,0,,phone_rule,us-fcc-daily
+15187316128,State Telephone Company Inc,none,0,+15187316128,telemarketing,1,0,,phone_rule,us-fcc-daily
+15158395571,Woolstock Mutual Telephone Association,none,0,+15158395571,telemarketing,1,0,,phone_rule,us-fcc-daily
+14026945101,Hamilton Telephone Company,none,0,+14026945101,telemarketing,1,0,,phone_rule,us-fcc-daily
+18667451903,T C N Incorporated,none,0,+18667451903,telemarketing,1,0,,phone_rule,us-fcc-daily
+16023573600,Broadband Dynamics LLC,none,0,+16023573600,telemarketing,1,0,,phone_rule,us-fcc-daily
+16037749911,DUNBARTON TELEPHONE COMPANY INC,none,0,+16037749911,telemarketing,1,0,,phone_rule,us-fcc-daily
+14079651077,Voxbeam Telecommunications Inc,none,0,+14079651077,telemarketing,1,0,,phone_rule,us-fcc-daily
