"id","name","action","priority","phoneNumber","labelId","isEnabled","count","avatar","ruleType","subscriptionId"
"4008129999","BMW","none","0","4008129999","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/BMW.png","phone_rule",""
"4008006666","BMW","none","0","4008006666","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/BMW.png","phone_rule",""
"95388","中国石化","none","0","95388","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/中国石化.png","phone_rule",""
"95504","中国石油","none","0","95504","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/中国石油.png","phone_rule",""
"956100","中国石油","none","0","956100","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/中国石油.png","phone_rule",""
"4008201188","安吉星","none","0","4008201188","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/安吉星.png","phone_rule",""
"83044091","小桔充电","none","0","83044091","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/小桔充电.png","phone_rule",""
"4001826888","小米汽车","none","0","4001826888","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/小米汽车.png","phone_rule",""
"4008193388","小鹏汽车","none","0","4008193388","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/小鹏汽车.png","phone_rule",""
"4000036036","极氪汽车","none","0","4000036036","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/极氪汽车.png","phone_rule",""
"4009190707","特斯拉","none","0","4009190707","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/特斯拉.png","phone_rule",""
"4009100707","特斯拉","none","0","4009100707","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/特斯拉.png","phone_rule",""
"4006860900","理想汽车","none","0","4006860900","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/理想汽车.png","phone_rule",""
"4009996699","蔚来","none","0","4009996699","automotive_industry","1","0","https://raw.githubusercontent.com/metowolf/vCards/refs/heads/master/data/汽车行业/蔚来.png","phone_rule",""
